Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Access_to_Resources_Encoded,Parental_Involvement_Encoded,Motivation_Level_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,Peer_Influence_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Extracurricular_Activities_Encoded,Internet_Access_Encoded,Learning_Disabilities_Encoded,School_Type_Encoded,Gender_Encoded
17.0,73,5,85,3.0,1,66.0,2,1,3,2,2,3,2,1,1,1,0,0,1
18.0,78,8,77,2.0,4,66.0,1,1,2,2,3,2,2,1,1,1,0,1,1
23.0,72,10,84,2.0,2,65.0,1,3,1,1,2,1,1,2,1,1,0,0,0
20.0,99,9,76,2.0,5,71.0,1,3,3,1,2,2,2,3,1,1,0,0,0
16.0,93,7,60,1.0,1,66.0,2,1,2,2,2,3,1,2,1,1,0,0,1
19.0,67,7,61,1.0,4,63.0,1,2,3,2,2,2,2,2,0,1,0,1,1
20.0,60,6,70,2.0,3,63.0,2,2,2,1,2,2,3,1,1,1,1,0,1
7.0,62,8,51,0.0,3,67.07012148239274,2,3,1,2,1,3,2,2,1,1,0,0,0
23.0,70,7,94,3.0,3,68.0,3,2,1,2,3,2,1,1,0,1,0,0,1
14.0,65,7,63,2.0,3,61.0,2,3,2,1,2,2,1,2,0,1,0,0,0
13.0,81,6,53,2.0,4,65.0,3,2,1,1,2,3,1,1,0,1,0,0,0
10.0,94,5,71,1.0,3,67.0,1,3,2,3,2,3,1,2,0,1,0,0,0
9.0,89,7,91,1.0,3,67.0,3,1,2,3,1,2,3,1,1,1,0,0,0
12.0,69,7,70,1.0,4,62.0,1,3,2,2,2,3,1,1,0,1,0,1,0
16.0,76,6,63,0.0,1,67.07012148239274,3,2,3,1,2,3,1,1,1,1,0,0,1
32.0,80,6,77,0.0,5,71.0,2,3,1,2,2,2,2,1,0,1,0,0,0
17.0,92,8,79,1.0,3,70.0,2,2,2,1,2,3,3,1,1,1,0,0,0
21.0,94,8,88,1.0,3,71.0,2,2,2,2,2,3,2,1,0,1,0,0,0
22.0,96,10,90,2.0,3,71.0,1,3,3,1,2,2,2,2,0,1,1,0,0
21.0,80,9,85,1.0,3,70.0,3,3,1,3,2,1,2,1,1,1,0,0,1
20.0,88,5,50,2.0,5,67.0,3,2,2,1,2,2,1,2,1,0,0,0,0
13.0,64,7,50,0.0,4,60.0,1,2,3,2,1,3,1,1,1,1,0,0,0
29.0,83,5,99,0.0,4,73.0,3,3,2,2,3,2,2,1,0,1,0,0,1
31.0,70,4,63,1.0,2,67.0,1,3,3,2,2,2,1,1,1,1,1,0,1
10.0,77,10,64,1.0,3,62.0,3,1,3,1,2,1,2,1,1,1,1,1,1
14.0,85,9,87,0.0,3,67.0,3,2,3,2,2,1,2,1,0,1,0,0,1
18.0,70,6,79,1.0,2,65.0,1,3,2,2,3,3,2,1,0,1,0,0,1
14.0,62,9,73,1.0,6,61.0,2,2,2,1,2,2,1,1,0,1,0,0,0
23.0,60,9,56,0.0,4,61.0,2,3,1,1,2,1,1,2,1,0,0,1,1
16.0,61,4,54,1.0,2,60.0,2,3,1,1,2,2,1,1,0,1,0,1,1
33.0,60,8,85,1.2926987210620042,3,68.0,3,3,1,1,1,1,1,1,0,1,0,0,0
27.0,64,6,56,0.0,5,65.0,2,3,1,1,3,2,2,2,1,1,0,0,1
21.0,70,8,72,3.0,1,67.0,3,3,1,2,1,2,3,2,1,1,0,0,1
26.0,69,10,87,2.0,2,67.0,1,3,1,2,1,3,3,1,0,1,0,0,0
27.0,99,9,96,0.0,2,74.0,2,3,1,3,2,3,2,2,0,1,0,1,0
17.0,72,7,94,1.2926987210620042,2,64.0,2,1,1,2,2,3,1,3,0,1,0,0,1
15.0,65,9,93,2.0,3,64.0,3,2,1,1,1,2,2,1,1,1,0,1,0
20.0,82,4,68,2.0,3,67.0,1,2,2,1,3,2,1,1,1,1,0,0,0
25.0,94,8,96,1.2926987210620042,3,74.0,3,3,3,2,2,1,1,3,0,1,1,0,1
21.0,87,8,84,1.0,2,69.0,2,2,3,1,1,3,2,1,1,1,0,1,0
11.0,72,8,94,1.0,2,62.0,2,1,3,1,1,3,1,1,0,1,0,0,0
15.0,82,6,54,1.0,2,66.0,2,2,2,2,2,3,2,1,1,1,0,0,1
20.0,89,8,52,2.0,3,69.0,3,3,1,2,2,1,2,2,1,1,0,0,1
20.0,89,8,71,1.0,1,68.0,2,3,2,2,2,1,3,3,1,1,0,0,0
32.0,87,4,91,2.0,2,74.0,2,3,2,3,2,2,1,2,1,1,0,0,1
12.0,95,7,70,1.2926987210620042,3,68.0,2,2,2,2,3,3,1,3,0,1,0,0,0
23.0,95,6,94,2.0,3,73.0,2,2,3,2,2,2,1,1,1,1,0,0,0
29.0,83,8,62,1.2926987210620042,5,70.0,1,2,1,3,2,1,2,1,0,1,0,0,0
34.0,77,9,52,0.0,4,69.0,3,2,2,2,2,2,1,2,0,1,0,1,1
18.0,86,6,88,2.0,2,68.0,2,2,2,2,3,2,2,3,1,1,0,0,0
23.0,93,5,81,2.0,1,71.0,3,2,3,1,2,1,2,1,0,1,0,1,0
23.0,60,7,72,3.0,2,64.0,2,1,1,3,2,2,2,1,0,1,0,0,1
21.0,100,5,92,3.0,3,71.0,2,2,1,1,1,3,3,1,0,1,1,0,0
19.0,67,7,91,1.0,3,65.0,2,2,2,1,3,2,1,1,0,1,0,0,1
23.0,79,7,66,1.0,3,68.0,2,1,3,3,2,3,3,1,1,1,0,1,0
5.0,95,8,92,1.0,2,67.0,3,2,1,1,3,2,2,1,1,1,0,1,1
24.0,69,7,67,2.0,4,67.0,3,2,2,2,3,1,3,3,1,1,0,0,0
21.0,79,7,81,2.0,4,67.0,1,2,1,2,2,2,1,1,1,1,0,0,0
19.0,65,9,60,1.0,3,63.0,3,2,1,1,2,2,3,2,1,1,0,0,0
32.0,76,7,63,0.0,3,68.0,2,2,2,2,1,3,1,1,0,1,0,0,1
16.0,67,6,72,1.0,3,66.0,3,3,2,1,3,3,3,1,1,1,0,0,1
18.0,75,7,66,1.0,4,67.0,2,2,3,3,3,3,1,1,1,1,0,0,0
32.0,75,6,56,3.0,2,68.0,1,2,2,2,2,2,2,2,1,1,0,0,1
15.0,100,5,74,2.0,3,72.0,2,3,2,3,2,2,3,1,1,1,0,1,0
17.0,100,5,76,3.0,3,70.0,2,2,1,1,3,2,3,2,0,1,0,1,1
19.0,65,9,58,3.0,4,62.0,3,1,1,2,2,1,1,2,0,1,0,0,1
25.0,89,6,59,2.0,2,69.0,1,2,2,1,2,2,2,1,1,1,0,0,1
21.0,62,7,51,0.0,4,61.0,1,2,1,1,2,3,1,1,1,1,0,1,1
12.0,61,7,52,2.0,2,67.07012148239274,1,2,1,1,2,3,1,2,1,1,0,0,1
17.0,64,7,68,1.2926987210620042,3,63.0,2,1,2,2,2,2,1,1,0,1,0,1,0
16.0,99,9,57,1.2926987210620042,3,71.0,2,3,3,2,2,3,2,1,0,0,0,0,1
20.0,98,7,96,1.0,3,70.0,2,1,1,1,3,3,2,1,1,0,0,0,1
23.0,68,6,60,1.0,3,64.0,2,3,2,1,2,2,1,1,0,1,0,0,1
23.0,66,6,53,2.0,1,63.0,1,3,1,2,2,3,2,3,0,1,0,0,0
9.0,70,8,70,1.0,3,63.0,2,3,1,2,2,3,2,1,1,1,0,0,0
26.0,81,8,60,2.0,5,71.0,1,3,3,1,3,3,3,1,0,1,0,0,1
22.0,83,8,53,0.0,2,65.0,3,1,2,1,1,1,3,1,1,0,0,0,1
28.0,69,7,88,2.0,2,68.0,3,3,1,1,2,2,1,2,0,1,0,0,0
23.0,90,5,78,1.0,3,70.0,3,2,3,2,2,2,1,2,1,0,0,1,0
27.0,72,8,53,3.0,3,68.0,3,3,2,2,1,2,1,3,1,1,0,0,1
23.0,97,7,73,3.0,1,69.0,3,2,2,1,2,1,1,2,0,0,0,1,0
28.0,86,7,52,0.0,5,70.0,2,2,2,2,2,3,2,1,1,1,0,0,0
23.0,77,5,68,0.0,3,67.0,2,3,1,3,3,3,1,1,0,1,1,1,0
19.0,92,6,68,2.0,2,69.0,3,1,2,2,2,2,1,1,1,1,0,0,1
34.0,93,6,91,2.0,3,73.0,2,1,1,3,2,2,1,2,0,1,0,0,1
25.0,72,8,87,3.0,3,68.0,2,2,1,2,1,3,3,2,1,1,0,0,0
23.0,74,8,95,2.0,2,67.0,2,3,2,1,2,1,2,3,0,1,0,0,1
12.0,97,7,57,0.0,4,67.0,3,2,1,1,2,3,2,2,1,1,0,1,1
12.0,67,8,77,2.0,3,64.0,3,2,2,1,3,3,2,1,1,1,0,1,0
22.0,62,9,51,2.0,2,63.0,2,3,2,1,2,2,1,1,0,1,0,0,0
21.0,78,8,91,1.0,5,67.0,3,1,2,2,1,1,3,1,0,0,0,1,1
16.0,92,8,68,1.0,2,70.0,3,2,2,2,3,3,1,1,1,1,0,0,0
21.0,91,6,53,1.0,3,71.0,2,3,3,2,2,3,3,1,1,1,0,0,1
30.0,97,6,66,1.0,2,74.0,3,2,3,2,2,2,2,1,1,1,0,1,0
24.0,81,9,64,2.0,3,70.0,3,2,3,3,1,3,1,1,1,1,0,0,0
13.0,64,6,88,1.0,2,59.0,1,1,2,2,2,2,2,2,0,1,0,0,1
19.0,84,8,56,0.0,3,64.0,2,1,2,1,2,2,1,1,1,1,1,1,0
15.0,91,10,78,2.0,3,67.0,2,1,1,2,3,2,1,1,0,1,0,0,1
18.0,64,8,90,1.0,3,63.0,2,2,2,1,2,2,1,1,1,1,0,0,0
18.0,67,7,87,1.2926987210620042,2,66.0,3,1,2,1,1,3,2,1,1,1,0,0,0
17.0,60,5,97,1.0,4,62.0,2,2,2,2,2,1,2,3,1,1,0,1,0
12.0,84,7,50,3.0,3,65.0,2,1,2,3,3,2,1,1,0,1,0,0,0
19.0,95,9,68,3.0,4,73.0,3,3,2,3,2,3,2,3,1,1,0,0,0
17.0,87,7,68,1.0,2,70.0,3,3,3,2,3,3,1,1,1,1,0,0,0
19.969226081657524,99,9,52,0.0,4,62.0,1,2,1,2,2,2,1,1,1,1,0,0,0
32.0,63,8,91,2.0,5,68.0,3,2,2,3,1,3,1,1,0,0,1,0,1
27.0,96,7,84,1.0,3,74.0,1,3,2,3,2,2,2,1,1,1,0,0,0
18.0,93,7,76,2.0,4,67.07012148239274,2,2,1,2,2,2,1,1,0,1,0,1,1
20.0,73,5,70,1.0,2,66.0,3,3,3,1,3,1,1,2,0,1,0,0,0
13.0,99,6,95,0.0,4,69.0,3,1,2,1,2,3,3,1,1,0,0,0,0
30.0,72,6,63,1.0,3,70.0,3,3,2,1,2,2,3,1,1,1,0,0,1
31.0,96,8,67,2.0,3,73.0,1,2,2,2,2,2,2,1,1,1,0,1,0
21.0,95,7,98,1.0,2,69.0,1,1,1,1,3,3,1,1,0,1,0,0,0
26.0,90,9,53,1.0,4,71.0,3,3,2,1,2,2,1,3,1,1,0,1,0
21.0,83,7,89,0.0,2,65.0,1,3,1,1,1,2,2,2,1,0,0,0,1
12.0,65,6,86,1.0,3,62.0,1,2,2,2,2,3,3,1,1,1,0,0,1
18.0,81,6,95,1.0,3,69.0,3,3,1,2,2,3,1,1,0,1,0,0,0
21.0,74,6,55,3.0,2,65.0,2,1,3,1,2,3,2,1,0,1,0,0,0
17.0,92,7,99,1.0,2,68.0,2,2,2,2,2,2,2,3,0,1,0,0,1
19.0,90,6,51,1.0,3,65.0,1,1,3,1,2,1,3,1,1,1,1,0,0
19.0,96,5,67,1.2926987210620042,1,72.0,3,2,2,3,2,2,1,2,1,1,0,1,0
20.0,61,9,54,2.0,4,67.0,3,3,2,3,2,3,3,1,1,1,0,1,0
20.0,92,7,53,2.0,2,68.0,1,2,2,2,3,3,2,3,0,1,0,1,0
14.0,98,7,98,0.0,3,68.0,2,1,2,2,3,3,1,1,0,0,0,0,0
16.0,92,6,86,2.0,3,66.0,2,2,1,2,2,2,2,1,0,0,1,1,1
12.0,65,5,75,0.0,2,62.0,3,2,3,3,2,1,1,2,1,1,0,1,0
26.0,63,7,55,2.0,4,65.0,2,2,2,2,3,2,1,3,1,1,0,0,0
7.0,61,4,76,1.0,5,60.0,3,1,3,2,2,3,1,3,1,1,0,1,1
27.0,85,8,66,2.0,4,70.0,2,3,2,1,3,2,1,2,1,1,1,1,0
28.0,85,6,64,1.0,1,68.0,2,2,1,1,2,2,1,2,1,1,0,0,0
18.0,99,7,81,1.0,3,72.0,3,2,1,2,2,2,3,1,1,1,0,0,0
4.0,76,8,90,2.0,2,63.0,2,2,2,3,2,3,1,2,1,1,0,0,1
18.0,73,7,72,1.0,1,63.0,3,2,1,2,2,2,1,2,1,1,1,1,0
20.0,85,5,75,1.0,2,67.0,2,1,1,2,2,2,2,1,1,1,0,0,0
14.0,93,9,83,1.2926987210620042,2,68.0,1,2,1,2,2,2,3,1,1,1,0,0,1
17.0,97,5,56,2.0,3,69.0,2,2,1,3,2,3,1,1,0,1,0,0,1
29.0,92,4,91,1.0,4,75.0,2,3,1,3,3,2,1,1,1,1,0,0,1
24.0,77,8,92,0.0,3,67.0,2,1,3,3,2,2,1,2,0,1,0,0,0
14.0,85,5,77,2.0,3,69.0,3,3,2,1,3,3,1,1,1,1,0,0,0
10.0,94,9,59,0.0,2,65.0,2,1,1,2,2,3,3,1,0,1,0,0,0
18.0,80,8,75,2.0,4,65.0,3,1,2,2,2,1,1,1,1,0,0,0,0
19.0,69,7,55,1.0,4,63.0,2,2,1,1,2,3,2,1,1,1,0,0,1
23.0,67,6,88,2.0,4,65.0,2,1,2,2,2,2,1,1,0,1,0,1,0
17.0,60,6,66,0.0,2,67.07012148239274,1,2,2,1,2,3,1,3,0,1,0,0,1
23.0,89,6,66,0.0,3,70.0,3,3,1,1,3,3,1,2,1,1,0,1,0
32.0,64,6,97,1.0,5,66.0,1,1,2,2,1,2,2,2,1,1,0,0,0
25.0,70,9,71,2.0,2,63.0,1,2,2,1,2,1,2,1,0,0,0,0,1
20.0,72,6,89,1.0,3,62.0,1,2,1,1,2,1,1,3,1,1,0,1,0
19.0,82,8,82,2.0,3,69.0,2,2,3,2,2,3,2,2,1,1,0,1,1
18.0,76,9,66,1.0,3,66.0,2,2,3,3,3,3,1,1,0,1,0,0,1
27.0,87,6,56,0.0,2,68.0,1,3,2,1,3,2,1,2,0,1,0,0,0
16.0,62,8,90,2.0,2,62.0,2,1,1,3,2,2,3,3,1,1,0,0,0
20.0,65,6,88,0.0,4,64.0,2,3,2,2,3,1,1,1,0,1,1,0,0
20.0,80,7,58,0.0,2,65.0,3,2,1,2,2,2,2,1,1,0,0,0,1
17.0,73,6,62,2.0,3,64.0,3,2,1,1,2,1,2,3,1,1,0,1,0
12.0,72,6,88,2.0,3,65.0,2,2,3,3,2,3,1,1,0,1,0,0,1
22.0,63,7,99,3.0,4,65.0,2,2,1,2,2,2,1,2,1,1,0,1,0
20.0,96,5,92,0.0,3,70.0,2,1,2,2,2,2,2,1,1,1,0,0,1
23.0,88,8,84,2.0,3,71.0,3,1,3,2,2,3,3,1,0,1,1,1,1
17.0,65,5,96,2.0,3,65.0,2,2,1,2,3,3,2,2,1,1,0,0,0
27.0,63,5,64,1.0,4,67.0,2,3,2,3,3,3,3,1,0,0,0,0,0
15.0,99,7,50,1.2926987210620042,2,68.0,3,1,3,1,2,3,1,2,1,0,0,0,0
30.0,87,6,66,1.0,4,73.0,3,3,1,2,2,2,1,1,1,1,0,0,0
10.0,77,8,99,0.0,4,64.0,3,2,2,2,3,2,1,1,0,1,1,0,0
23.0,88,7,94,3.0,1,71.0,3,3,1,1,2,3,1,1,0,0,0,1,0
23.0,90,5,53,2.0,2,70.0,3,2,2,2,3,3,1,1,0,1,0,1,1
15.0,91,8,75,1.2926987210620042,1,68.0,3,1,2,2,2,2,1,1,0,1,0,0,1
23.0,79,7,54,2.0,4,68.0,2,3,2,1,2,2,2,2,1,1,0,1,1
28.0,77,7,89,3.0,3,68.0,3,1,2,1,2,3,1,3,1,1,1,0,0
7.0,60,10,69,0.0,3,59.0,3,2,1,1,2,3,2,2,1,1,0,1,1
23.0,97,9,96,2.0,4,74.0,2,2,2,2,3,2,2,1,1,1,0,1,0
5.0,84,7,53,1.0,3,62.0,2,2,1,1,3,3,3,2,1,0,0,0,0
14.0,68,5,87,2.0,3,64.0,1,3,3,2,2,3,1,3,1,1,0,0,0
30.0,97,5,70,0.0,2,67.07012148239274,3,3,2,3,2,3,3,1,0,1,0,0,0
17.0,97,9,63,2.0,2,70.0,2,3,2,1,2,3,1,1,1,1,0,0,0
13.0,100,6,76,0.0,5,69.0,2,3,2,1,1,3,3,1,0,0,0,0,0
19.0,95,7,74,0.0,2,69.0,2,2,3,1,3,3,1,1,1,0,0,0,1
32.0,100,5,67,1.2926987210620042,3,74.0,3,1,2,2,2,3,1,3,1,0,0,0,0
9.0,70,8,82,2.0,2,62.0,2,3,1,3,3,1,1,1,0,0,0,0,1
14.0,94,9,83,2.0,3,70.0,2,2,3,1,3,3,3,2,0,1,0,0,0
29.0,93,9,54,1.2926987210620042,3,71.0,2,1,2,1,3,3,1,1,1,0,0,0,0
31.0,69,6,80,1.2926987210620042,2,68.0,1,2,1,2,2,1,2,1,1,1,0,0,0
19.0,64,8,86,3.0,3,66.0,1,3,1,3,2,2,3,1,1,1,0,1,1
13.0,99,7,54,3.0,3,67.0,2,1,3,3,2,1,1,3,0,1,0,0,0
33.0,72,8,83,3.0,4,71.0,2,3,1,1,3,2,1,1,0,1,0,1,0
30.0,95,7,90,3.0,1,74.0,2,2,2,2,2,2,1,2,1,1,0,0,0
24.0,60,6,92,3.0,2,65.0,2,1,1,2,2,3,2,1,1,1,0,0,0
15.0,61,9,52,1.0,3,60.0,1,3,2,2,2,2,1,2,1,1,0,1,1
20.0,79,7,85,2.0,2,69.0,3,3,1,2,2,2,2,2,1,1,0,0,0
19.0,70,6,90,2.0,3,65.0,2,2,1,1,2,3,1,2,1,1,0,1,0
22.0,88,7,70,3.0,2,69.0,1,2,2,1,2,3,1,1,1,1,0,0,1
29.0,83,6,77,1.0,4,70.0,1,2,3,2,2,2,1,1,1,1,0,0,0
25.0,63,8,63,0.0,1,65.0,1,3,2,2,3,3,3,1,1,1,1,1,1
14.0,67,7,66,0.0,4,67.07012148239274,1,1,1,1,2,2,1,3,1,1,0,0,1
28.0,76,6,75,0.0,2,68.0,2,2,1,2,3,3,1,1,1,1,0,0,1
22.0,67,10,58,2.0,3,67.0,3,3,2,3,1,2,3,1,0,1,0,0,0
24.0,92,5,69,2.0,4,70.0,2,2,2,2,2,1,1,1,0,1,0,1,1
29.0,77,8,65,1.0,3,68.0,2,2,2,2,2,2,1,1,1,1,0,0,0
13.0,64,7,62,1.0,1,62.0,3,3,2,1,2,2,2,2,1,1,0,0,1
20.0,79,5,74,1.0,5,67.0,2,3,2,1,2,2,1,3,1,1,0,0,0
17.0,64,6,92,0.0,1,66.0,3,3,2,2,2,3,3,1,1,1,0,1,0
11.0,65,5,62,2.0,2,60.0,1,2,2,2,3,2,2,3,1,1,0,0,1
22.0,70,10,83,0.0,2,65.0,1,3,1,2,2,3,2,2,0,1,0,0,0
35.0,94,7,63,1.0,2,75.0,2,3,2,1,3,3,2,1,1,1,0,0,1
9.0,97,7,57,1.2926987210620042,5,67.0,2,1,2,2,3,2,1,3,1,1,0,0,1
20.0,93,10,97,1.0,2,71.0,3,2,2,1,2,2,3,2,0,1,0,0,0
24.0,73,6,82,0.0,2,63.0,1,1,2,2,2,1,1,1,1,1,1,0,0
21.0,71,9,55,2.0,1,67.0,2,3,1,3,3,3,3,2,1,1,0,0,0
19.0,82,8,82,2.0,4,68.0,2,3,1,1,2,1,3,1,0,1,0,1,1
12.0,89,4,59,2.0,4,65.0,1,3,1,1,3,1,1,1,1,1,0,0,0
21.0,100,6,94,1.0,3,72.0,3,1,2,3,2,3,2,2,0,0,0,0,1
15.0,65,8,62,1.0,4,61.0,2,2,2,2,2,2,1,2,0,1,0,0,1
7.0,62,7,90,1.0,5,60.0,3,1,2,2,1,2,2,2,0,1,0,0,1
27.0,88,7,60,2.0,2,72.0,3,3,2,1,2,3,1,1,1,1,0,0,1
26.0,93,6,78,2.0,3,72.0,2,2,2,2,2,2,3,3,1,1,0,0,1
20.0,94,6,96,2.0,3,70.0,2,1,2,2,2,1,2,1,1,1,0,1,0
21.0,87,7,65,2.0,3,67.0,2,1,3,2,2,1,2,1,0,1,1,0,0
26.0,98,10,54,0.0,1,71.0,2,2,2,1,3,2,3,1,0,1,0,1,0
21.0,80,6,78,0.0,2,66.0,1,2,2,2,2,1,3,1,1,1,0,1,1
25.0,97,6,59,0.0,2,72.0,3,3,1,1,3,3,1,1,0,1,0,0,1
18.0,99,7,86,1.0,4,70.0,2,2,2,3,2,2,1,2,1,0,0,0,1
28.0,94,5,80,2.0,2,71.0,1,2,2,3,2,1,1,2,1,1,0,0,1
22.0,72,8,67,2.0,4,64.0,1,1,3,2,2,1,2,3,1,1,0,0,0
21.0,68,5,85,3.0,2,66.0,2,2,2,3,2,3,2,2,1,0,0,0,0
12.0,82,5,62,2.0,4,64.0,1,3,1,2,2,3,1,1,0,1,0,0,0
22.0,78,5,96,0.0,3,67.0,2,2,2,1,2,2,1,2,1,1,0,0,0
15.0,95,5,67,3.0,3,67.0,1,1,3,2,2,3,1,2,0,1,0,0,1
16.0,64,9,88,1.0,3,64.0,1,3,2,2,3,3,1,1,0,1,0,0,0
15.0,70,8,63,0.0,4,61.0,2,1,1,2,2,3,1,2,0,1,0,1,1
14.0,90,8,86,1.2926987210620042,2,67.07012148239274,3,3,2,2,2,1,1,1,1,1,0,1,1
33.0,64,8,52,3.0,4,67.0,2,2,1,3,2,3,1,1,0,0,0,0,0
28.0,73,7,65,3.0,3,72.0,3,2,3,3,3,3,3,1,1,1,0,0,0
32.0,75,7,55,1.0,4,66.0,1,1,2,2,2,2,1,2,0,1,0,0,0
13.0,85,9,73,3.0,2,68.0,3,1,3,2,3,3,3,2,1,1,0,0,0
20.0,66,9,72,1.0,1,64.0,1,3,1,2,3,3,2,1,0,1,0,0,1
12.0,94,5,68,1.0,2,69.0,3,3,3,3,2,2,1,1,0,1,0,0,0
16.0,78,10,99,0.0,4,65.0,3,2,1,1,2,3,1,3,0,1,0,0,1
14.0,97,5,62,1.0,4,66.0,3,1,2,2,2,2,3,3,0,0,1,0,1
27.0,79,6,90,3.0,4,73.0,3,3,1,2,3,3,1,1,1,1,0,0,0
18.0,71,7,72,0.0,4,63.0,2,2,1,1,2,2,1,1,1,1,0,0,1
26.0,66,7,67,3.0,4,66.0,2,2,3,2,2,1,1,2,1,1,0,0,1
24.0,60,10,60,3.0,2,65.0,2,2,1,1,3,2,3,1,1,1,0,1,1
34.0,81,9,82,1.0,2,71.0,2,2,1,2,3,1,1,1,1,1,0,0,0
11.0,64,8,67,1.0,2,67.07012148239274,1,2,3,2,2,2,2,1,1,0,1,0,0
28.0,76,9,91,0.0,3,68.0,2,2,2,1,3,2,1,2,0,1,0,1,0
27.0,84,8,98,0.0,4,69.0,2,2,2,1,2,2,1,2,0,1,0,0,0
14.0,71,6,61,0.0,3,63.0,1,3,1,1,2,3,3,1,1,1,0,0,1
26.0,67,8,56,1.0,5,66.0,2,2,2,2,2,1,2,1,1,1,0,0,1
22.0,91,7,66,0.0,3,69.0,2,2,2,3,3,1,2,1,1,0,0,0,1
19.0,98,6,73,3.0,3,69.0,1,2,2,1,2,1,2,1,1,1,0,1,0
15.0,64,9,65,2.0,2,63.0,2,3,2,2,2,2,1,1,0,1,0,0,0
16.0,66,7,99,1.0,3,65.0,3,1,2,1,2,3,2,1,1,1,0,0,1
32.0,98,5,89,2.0,3,67.07012148239274,3,1,2,3,1,3,2,1,0,1,0,1,0
20.0,62,6,98,0.0,3,67.0,2,3,3,3,3,2,3,1,1,1,0,0,0
25.0,99,8,69,1.0,3,70.0,2,1,2,1,3,3,3,2,0,0,0,0,0
15.0,60,9,65,1.0,5,60.0,1,2,2,2,3,1,2,2,0,1,0,0,0
15.0,95,8,70,2.0,3,68.0,1,3,2,3,3,2,1,1,0,1,1,0,1
26.0,72,8,76,1.0,3,68.0,2,2,2,2,2,1,3,1,1,1,0,0,0
12.0,98,6,87,2.0,3,70.0,3,1,2,1,2,2,3,1,1,1,0,1,1
18.0,73,7,94,1.0,3,68.0,3,2,3,3,2,2,3,2,1,1,0,1,1
20.0,86,7,73,3.0,3,69.0,3,3,2,1,1,2,1,1,0,1,1,0,0
21.0,63,7,64,0.0,3,62.0,2,2,2,1,2,1,1,1,1,1,0,0,1
19.0,70,7,66,1.0,4,64.0,1,3,2,3,1,2,2,2,0,1,0,1,0
22.0,91,6,85,2.0,2,71.0,2,3,1,2,2,3,1,2,0,1,0,1,1
24.0,81,8,78,1.0,2,68.0,2,2,2,1,2,3,1,1,1,1,0,0,0
24.0,97,5,74,0.0,5,72.0,2,3,3,2,1,2,1,1,0,1,0,0,1
14.0,77,5,60,1.0,3,64.0,2,2,1,3,3,1,3,3,1,1,0,1,0
18.0,95,6,94,1.2926987210620042,3,73.0,3,2,2,1,3,2,1,3,1,1,0,0,1
27.0,78,8,89,0.0,3,69.0,3,2,1,1,2,2,3,1,0,1,0,0,1
25.0,99,8,57,1.0,3,70.0,2,1,2,2,1,3,3,2,0,1,0,1,0
12.0,98,4,68,3.0,2,69.0,3,2,2,1,3,2,1,1,0,1,0,0,1
22.0,73,8,77,1.0,3,64.0,1,2,2,3,2,2,1,3,0,1,0,0,0
8.0,95,7,73,2.0,2,66.0,2,2,1,2,2,2,2,1,0,1,0,1,0
20.0,94,6,70,1.0,2,69.0,2,2,3,2,2,2,1,2,1,1,0,0,1
31.0,68,7,86,1.0,3,68.0,2,3,1,1,2,3,1,2,0,1,0,1,1
14.0,85,5,53,1.2926987210620042,3,65.0,1,2,2,2,2,2,1,1,1,1,0,0,0
15.0,63,7,74,1.2926987210620042,2,62.0,1,3,2,1,2,1,1,2,1,1,0,0,0
25.0,93,5,63,2.0,2,75.0,3,3,2,3,2,3,3,1,1,1,0,0,1
11.0,67,6,54,0.0,3,60.0,2,2,1,1,2,3,1,1,1,1,0,0,1
16.0,63,6,73,0.0,4,63.0,3,2,2,2,2,2,2,1,1,1,0,0,0
24.0,76,8,59,2.0,4,66.0,1,2,2,2,2,3,2,3,1,1,0,0,0
16.0,83,7,63,0.0,3,67.0,2,3,2,2,2,2,3,1,1,1,0,0,1
19.0,94,8,75,1.0,3,68.0,2,1,2,2,2,1,2,2,1,1,0,0,1
24.0,99,5,99,0.0,3,72.0,2,2,2,1,2,3,1,2,1,1,0,0,1
23.0,78,7,84,0.0,3,66.0,2,1,3,1,2,2,2,1,0,1,0,1,0
22.0,62,8,64,0.0,3,63.0,2,2,2,1,2,2,3,1,1,1,0,0,1
18.0,90,9,69,1.0,3,71.0,3,2,2,3,3,3,2,2,1,1,0,1,1
22.0,83,5,70,2.0,3,67.0,2,1,3,1,2,3,2,3,1,1,0,0,0
19.0,78,6,58,1.0,3,66.0,2,2,2,1,2,2,3,1,1,1,0,0,0
23.0,72,8,58,2.0,2,66.0,2,3,2,1,3,3,2,1,0,0,0,1,1
17.0,80,9,57,1.2926987210620042,2,68.0,3,3,2,1,2,3,2,1,0,1,0,0,0
19.0,74,7,76,1.0,3,66.0,2,2,3,3,2,2,2,1,0,1,0,0,1
14.0,90,5,84,0.0,3,68.0,2,3,2,1,2,1,3,1,1,1,0,0,1
20.0,82,5,80,3.0,1,68.0,2,3,2,1,2,2,2,1,1,1,1,0,1
15.0,95,7,99,0.0,2,68.0,2,1,1,3,3,2,1,1,1,1,0,0,1
13.0,82,8,56,2.0,3,66.0,3,2,1,1,3,2,3,1,0,1,0,1,0
